realSum,room_type,person_capacity,host_is_superhost,guest_satisfaction_overall,bedrooms,day_type,rating_category
298.78,Private room,2,1,89,1,weekends,Very Satisfied
221.22,Private room,2,0,80,1,weekends,Satisfied
989.38,Private room,4,0,80,2,weekends,Satisfied
649.12,Entire home/apt,4,0,100,3,weekends,Very Satisfied
458.37,Private room,2,0,93,1,weekends,Very Satisfied
495.16,Entire home/apt,2,0,100,1,weekends,Very Satisfied
504.07,Entire home/apt,2,0,100,1,weekends,Very Satisfied
1488.29,Entire home/apt,6,0,100,2,weekends,Very Satisfied
1210.37,Entire home/apt,2,0,100,1,weekends,Very Satisfied
319.64,Private room,2,1,100,1,weekends,Very Satisfied
256.37,Private room,2,0,94,0,weekends,Very Satisfied
196.61,Private room,2,0,80,1,weekends,Satisfied
333.47,Private room,4,1,100,1,weekends,Very Satisfied
227.78,Private room,2,0,97,1,weekends,Very Satisfied
276.29,Private room,2,0,80,1,weekends,Satisfied
485.55,Entire home/apt,2,0,90,1,weekends,Very Satisfied
400.72,Private room,2,0,88,0,weekends,Very Satisfied
288.71,Private room,2,0,100,0,weekends,Very Satisfied
714.27,Entire home/apt,4,0,100,1,weekends,Very Satisfied
614.44,Private room,2,0,100,1,weekends,Very Satisfied
909.47,Entire home/apt,4,0,93,2,weekends,Very Satisfied
792.77,Entire home/apt,4,0,92,2,weekends,Very Satisfied
405.88,Entire home/apt,2,0,100,1,weekends,Very Satisfied
307.22,Private room,2,1,98,1,weekends,Very Satisfied
368.85,Entire home/apt,4,0,80,2,weekends,Satisfied
645.37,Entire home/apt,2,0,100,1,weekends,Very Satisfied
765.82,Entire home/apt,4,0,80,0,weekends,Satisfied
581.16,Entire home/apt,4,0,100,1,weekends,Very Satisfied
295.27,Private room,2,0,100,1,weekends,Very Satisfied
921.66,Entire home/apt,4,0,100,2,weekends,Very Satisfied
539.22,Private room,3,1,100,1,weekends,Very Satisfied
454.85,Entire home/apt,2,0,96,0,weekends,Very Satisfied
195.67,Private room,2,0,75,1,weekends,Satisfied
599.91,Entire home/apt,2,0,100,1,weekends,Very Satisfied
309.8,Private room,2,1,97,1,weekends,Very Satisfied
307.22,Private room,2,1,98,1,weekends,Very Satisfied
467.04,Entire home/apt,2,0,100,1,weekends,Very Satisfied
411.74,Entire home/apt,2,0,100,1,weekends,Very Satisfied
456.03,Entire home/apt,4,0,100,1,weekends,Very Satisfied
553.04,Private room,4,0,95,2,weekends,Very Satisfied
1044.69,Entire home/apt,4,0,100,2,weekends,Very Satisfied
614.44,Entire home/apt,4,0,100,3,weekends,Very Satisfied
423.92,Entire home/apt,2,0,100,0,weekends,Very Satisfied
1007.66,Entire home/apt,5,0,100,2,weekends,Very Satisfied
614.44,Entire home/apt,4,0,100,2,weekends,Very Satisfied
332.06,Entire home/apt,2,0,93,1,weekends,Very Satisfied
626.63,Entire home/apt,4,0,100,1,weekends,Very Satisfied
737.23,Entire home/apt,4,0,93,1,weekends,Very Satisfied
516.25,Entire home/apt,2,0,80,1,weekends,Satisfied
411.74,Private room,4,0,97,1,weekends,Very Satisfied
638.81,Entire home/apt,3,0,90,2,weekends,Very Satisfied
270.43,Private room,2,0,100,1,weekends,Very Satisfied
276.52,Private room,2,0,100,1,weekends,Very Satisfied
454.85,Entire home/apt,2,0,100,1,weekends,Very Satisfied
307.45,Private room,2,0,100,1,weekends,Very Satisfied
384.79,Entire home/apt,2,0,100,1,weekends,Very Satisfied
870.57,Entire home/apt,4,0,100,2,weekends,Very Satisfied
780.35,Entire home/apt,4,0,100,2,weekends,Very Satisfied
233.64,Private room,2,0,20,1,weekends,Very Dissatisfied
1301.53,Entire home/apt,4,0,100,2,weekends,Very Satisfied
497.5,Entire home/apt,3,0,100,1,weekends,Very Satisfied
405.88,Entire home/apt,2,0,100,1,weekends,Very Satisfied
515.55,Entire home/apt,2,0,100,1,weekends,Very Satisfied
209.03,Private room,2,0,60,1,weekends,Neutral
415.49,Entire home/apt,2,0,100,1,weekends,Very Satisfied
999.23,Entire home/apt,4,0,100,2,weekends,Very Satisfied
479.23,Entire home/apt,2,0,100,1,weekends,Very Satisfied
504.07,Entire home/apt,4,1,98,2,weekends,Very Satisfied
448.53,Entire home/apt,2,0,100,1,weekends,Very Satisfied
221.22,Private room,3,0,100,1,weekends,Very Satisfied
266.68,Private room,2,0,100,1,weekends,Very Satisfied
669.74,Entire home/apt,4,0,100,1,weekends,Very Satisfied
614.67,Entire home/apt,3,0,100,2,weekends,Very Satisfied
829.56,Entire home/apt,3,0,20,1,weekends,Very Dissatisfied
227.08,Private room,2,0,94,1,weekends,Very Satisfied
368.85,Entire home/apt,2,0,100,1,weekends,Very Satisfied
261.99,Private room,2,0,100,1,weekends,Very Satisfied
368.62,Entire home/apt,2,0,100,1,weekends,Very Satisfied
2199.99,Entire home/apt,6,1,100,2,weekends,Very Satisfied
589.83,Entire home/apt,2,1,98,1,weekends,Very Satisfied
682.16,Entire home/apt,4,1,92,2,weekends,Very Satisfied
1049.38,Entire home/apt,4,1,95,2,weekends,Very Satisfied
504.07,Entire home/apt,2,0,96,1,weekends,Very Satisfied
952.83,Entire home/apt,4,1,98,2,weekends,Very Satisfied
823.47,Entire home/apt,2,1,96,1,weekends,Very Satisfied
1714.67,Entire home/apt,3,0,95,1,weekends,Very Satisfied
1164.91,Entire home/apt,2,0,96,1,weekends,Very Satisfied
576.48,Entire home/apt,2,0,95,1,weekends,Very Satisfied
366.27,Private room,2,1,97,1,weekends,Very Satisfied
718.96,Entire home/apt,4,1,93,2,weekends,Very Satisfied
274.18,Private room,2,0,87,1,weekends,Very Satisfied
1014.22,Entire home/apt,4,0,91,1,weekends,Very Satisfied
983.29,Entire home/apt,3,1,98,2,weekends,Very Satisfied
823.47,Entire home/apt,2,0,96,1,weekends,Very Satisfied
737.23,Private room,3,0,93,1,weekends,Very Satisfied
473.37,Entire home/apt,4,0,97,1,weekends,Very Satisfied
934.08,Entire home/apt,4,0,94,2,weekends,Very Satisfied
237.39,Private room,2,1,98,1,weekends,Very Satisfied
540.62,Entire home/apt,2,0,96,1,weekends,Very Satisfied
653.81,Entire home/apt,2,0,99,1,weekends,Very Satisfied
983.29,Entire home/apt,4,0,97,3,weekends,Very Satisfied
522.34,Private room,2,0,94,1,weekends,Very Satisfied
295.27,Private room,2,1,96,1,weekends,Very Satisfied
415.49,Entire home/apt,2,0,94,1,weekends,Very Satisfied
442.43,Private room,2,1,95,1,weekends,Very Satisfied
393.46,Entire home/apt,2,0,99,0,weekends,Very Satisfied
399.55,Entire home/apt,4,0,97,1,weekends,Very Satisfied
497.5,Private room,3,0,92,1,weekends,Very Satisfied
632.95,Entire home/apt,3,0,88,1,weekends,Very Satisfied
460.71,Entire home/apt,4,0,83,2,weekends,Very Satisfied
393.46,Private room,2,0,93,1,weekends,Very Satisfied
1475.17,Entire home/apt,4,0,96,2,weekends,Very Satisfied
516.25,Entire home/apt,2,1,99,1,weekends,Very Satisfied
228.72,Private room,2,0,92,1,weekends,Very Satisfied
393.46,Private room,3,0,94,1,weekends,Very Satisfied
651.23,Entire home/apt,4,0,97,2,weekends,Very Satisfied
1284.65,Private room,2,0,96,1,weekends,Very Satisfied
553.04,Entire home/apt,2,0,93,1,weekends,Very Satisfied
307.22,Private room,2,1,96,1,weekends,Very Satisfied
935.25,Entire home/apt,4,0,86,2,weekends,Very Satisfied
196.61,Shared room,4,0,84,1,weekends,Very Satisfied
282.61,Private room,2,0,95,1,weekends,Very Satisfied
546.72,Entire home/apt,2,1,97,1,weekends,Very Satisfied
317.06,Private room,2,1,93,1,weekends,Very Satisfied
368.85,Entire home/apt,2,0,97,1,weekends,Very Satisfied
782.7,Entire home/apt,4,0,96,1,weekends,Very Satisfied
344.48,Private room,2,1,96,1,weekends,Very Satisfied
430.25,Entire home/apt,2,0,98,1,weekends,Very Satisfied
940.41,Entire home/apt,4,1,96,3,weekends,Very Satisfied
309.8,Private room,2,1,94,0,weekends,Very Satisfied
447.59,Entire home/apt,2,0,96,1,weekends,Very Satisfied
1175.22,Private room,4,0,93,1,weekends,Very Satisfied
348.0,Private room,4,0,86,1,weekends,Very Satisfied
355.26,Private room,2,1,99,1,weekends,Very Satisfied
811.05,Entire home/apt,4,0,95,2,weekends,Very Satisfied
356.43,Private room,2,1,95,1,weekends,Very Satisfied
491.65,Entire home/apt,2,0,95,1,weekends,Very Satisfied
454.85,Entire home/apt,3,0,99,2,weekends,Very Satisfied
265.51,Private room,2,0,89,1,weekends,Very Satisfied
504.07,Entire home/apt,3,1,97,1,weekends,Very Satisfied
209.03,Private room,2,0,100,1,weekends,Very Satisfied
388.3,Private room,2,1,100,1,weekends,Very Satisfied
420.41,Private room,2,0,87,1,weekends,Very Satisfied
1148.97,Entire home/apt,4,0,96,2,weekends,Very Satisfied
537.34,Entire home/apt,2,1,97,1,weekends,Very Satisfied
1167.48,Entire home/apt,4,0,98,3,weekends,Very Satisfied
479.46,Entire home/apt,3,0,91,2,weekends,Very Satisfied
288.71,Entire home/apt,3,1,94,2,weekends,Very Satisfied
301.13,Entire home/apt,2,1,97,1,weekends,Very Satisfied
903.38,Entire home/apt,4,0,100,3,weekends,Very Satisfied
640.45,Entire home/apt,2,0,93,1,weekends,Very Satisfied
649.12,Entire home/apt,4,0,97,1,weekends,Very Satisfied
354.09,Private room,4,0,85,1,weekends,Very Satisfied
491.88,Entire home/apt,4,0,99,2,weekends,Very Satisfied
546.95,Entire home/apt,2,1,96,1,weekends,Very Satisfied
749.65,Entire home/apt,2,0,93,1,weekends,Very Satisfied
310.97,Entire home/apt,2,0,90,1,weekends,Very Satisfied
275.58,Private room,2,0,87,1,weekends,Very Satisfied
261.76,Private room,2,0,100,1,weekends,Very Satisfied
196.61,Private room,2,0,84,1,weekends,Very Satisfied
308.39,Entire home/apt,2,0,96,1,weekends,Very Satisfied
1475.17,Entire home/apt,3,0,98,2,weekends,Very Satisfied
663.65,Entire home/apt,3,0,96,0,weekends,Very Satisfied
497.74,Entire home/apt,2,0,91,1,weekends,Very Satisfied
345.42,Private room,2,1,97,1,weekends,Very Satisfied
224.97,Private room,2,0,96,1,weekends,Very Satisfied
306.05,Private room,2,1,97,1,weekends,Very Satisfied
682.16,Entire home/apt,4,0,92,2,weekends,Very Satisfied
205.28,Private room,2,0,94,1,weekends,Very Satisfied
675.84,Entire home/apt,2,0,100,1,weekends,Very Satisfied
440.09,Entire home/apt,3,1,97,1,weekends,Very Satisfied
658.73,Entire home/apt,4,0,88,2,weekends,Very Satisfied
663.65,Entire home/apt,2,0,96,1,weekends,Very Satisfied
510.16,Entire home/apt,2,0,90,1,weekends,Very Satisfied
899.87,Entire home/apt,4,0,95,1,weekends,Very Satisfied
245.59,Private room,2,0,89,1,weekends,Very Satisfied
473.13,Entire home/apt,2,0,88,1,weekends,Very Satisfied
356.43,Entire home/apt,2,1,99,1,weekends,Very Satisfied
1278.33,Entire home/apt,4,0,92,2,weekends,Very Satisfied
279.1,Private room,2,1,94,1,weekends,Very Satisfied
602.25,Private room,2,0,95,1,weekends,Very Satisfied
1259.58,Entire home/apt,4,0,92,4,weekends,Very Satisfied
538.51,Entire home/apt,2,1,97,1,weekends,Very Satisfied
576.48,Entire home/apt,2,0,94,1,weekends,Very Satisfied
796.52,Entire home/apt,4,0,89,2,weekends,Very Satisfied
675.84,Entire home/apt,4,0,88,2,weekends,Very Satisfied
680.99,Private room,4,1,99,0,weekends,Very Satisfied
798.87,Entire home/apt,2,0,96,1,weekends,Very Satisfied
275.58,Private room,2,0,98,1,weekends,Very Satisfied
418.06,Entire home/apt,2,0,100,1,weekends,Very Satisfied
1941.98,Entire home/apt,2,0,100,1,weekends,Very Satisfied
796.52,Entire home/apt,2,1,99,1,weekends,Very Satisfied
540.62,Entire home/apt,2,0,97,1,weekends,Very Satisfied
362.76,Entire home/apt,2,0,99,1,weekends,Very Satisfied
712.86,Entire home/apt,4,0,100,2,weekends,Very Satisfied
520.0,Entire home/apt,2,0,97,1,weekends,Very Satisfied
884.87,Entire home/apt,4,0,100,2,weekends,Very Satisfied
283.79,Private room,2,1,99,1,weekends,Very Satisfied
454.85,Private room,2,1,98,1,weekends,Very Satisfied
378.46,Entire home/apt,3,0,87,1,weekends,Very Satisfied
377.29,Private room,2,0,98,1,weekends,Very Satisfied
870.34,Private room,4,1,98,2,weekends,Very Satisfied
332.06,Private room,2,1,99,1,weekends,Very Satisfied
356.43,Private room,2,1,98,1,weekends,Very Satisfied
946.5,Private room,2,1,100,1,weekends,Very Satisfied
339.09,Private room,4,0,92,1,weekends,Very Satisfied
243.48,Private room,2,0,90,1,weekends,Very Satisfied
965.01,Entire home/apt,2,1,98,1,weekends,Very Satisfied
388.3,Entire home/apt,2,0,90,2,weekends,Very Satisfied
381.04,Entire home/apt,2,0,96,1,weekends,Very Satisfied
372.6,Private room,2,0,98,1,weekends,Very Satisfied
1445.41,Entire home/apt,4,0,97,2,weekends,Very Satisfied
184.43,Shared room,4,0,93,1,weekends,Very Satisfied
755.98,Entire home/apt,4,0,96,3,weekends,Very Satisfied
314.72,Private room,2,0,98,1,weekends,Very Satisfied
768.17,Entire home/apt,4,0,98,3,weekends,Very Satisfied
694.35,Entire home/apt,4,0,93,2,weekends,Very Satisfied
276.29,Entire home/apt,2,1,98,1,weekends,Very Satisfied
334.17,Private room,2,0,92,0,weekends,Very Satisfied
1075.39,Entire home/apt,4,1,92,2,weekends,Very Satisfied
860.26,Entire home/apt,4,0,99,2,weekends,Very Satisfied
307.45,Entire home/apt,2,0,92,1,weekends,Very Satisfied
174.35,Private room,2,0,87,1,weekends,Very Satisfied
387.13,Private room,2,0,84,1,weekends,Very Satisfied
195.67,Private room,2,0,89,1,weekends,Very Satisfied
378.69,Entire home/apt,2,0,83,1,weekends,Very Satisfied
319.64,Private room,2,0,86,1,weekends,Very Satisfied
405.64,Private room,4,1,95,1,weekends,Very Satisfied
473.13,Entire home/apt,2,0,98,0,weekends,Very Satisfied
491.65,Entire home/apt,3,0,98,2,weekends,Very Satisfied
1812.86,Entire home/apt,4,0,84,5,weekends,Very Satisfied
399.32,Entire home/apt,2,0,89,1,weekends,Very Satisfied
728.8,Entire home/apt,4,1,97,2,weekends,Very Satisfied
